,meaning,KEY-MEANING
3115,Badać ,EXAMINE
3116,Tory,TRACK
3117,Staś,PERSON
3118,Czoło,FOREHEAD
3119,Suwak,ZIP
3120,Ugrydźć ,BITE
3121,Krab,CRAB
3122,Lama,LLAMA
3123,Szalik,SCARF
3124,Kiwi,KIWI
3125,Piana,FOAM
3126,Myć się ,WASHING
3127,Gąbka,SPONGE
3128,Plansza,BOARD
3129,Samolot,PLANE
3130,Żaba,FROG
3131,Czapka,CAP
3132,Głowa,HEAD
3133,Czoło,FOREHEAD
3134,Kosz na odpady bio,RECYCLE-BIN
3135,Ubierać się ,GET-DRESSED
3136,Już,NOW
3137,śpi,SLEEPING
3138,Drzwi,DOOR
3139,Kończy ,END 
3140,"Ok, kiedy uważa już wystarczy, np. już można przestać się przytulać, coś się upiekło ",OK
3141,Czas na zrobienie czegoś ,TIME
3142,"Bajka, przy usypianiu żeby nie śpiewać tylko odpowiedzieć ",TALE
3143,Koniec,END 
3144,Słucha ,LISTEN
3145,Pestka,SEED
3146,świnka,PIG
3147,Szyja,NECK
3148,Zółw,TURTLE
3149,Obrót ,TURN-AROUND
3150,Żyrafa,GIRAFFE
3151,Lewa,LEFT
3152,Prawa ,RIGHT
3153,Pomóż,HELP
3154,Mąka,FLOUR
3155,Kwiatek,FLOWER
3156,Pilot,PILOT/REMOTE
3157,Talerz ,PLATE
3158,świnka,PIG
3159,Chrum chrum,PIGGY
3160,Konik,HORSE
3161,Krowa,COW
3162,Kurka,HEN
3163,Bluzka,SWEATSHIRT
3164,"Pajac, ubranie dla dziecka ",ROMPER
3165,Choddź tu,COME
3166,Sanki,SLEIGH
3167,"Chory, chora",SICK
3168,Mała,SMALL
3169,Zdrowa,HEALTHY
3170,Pingwin,PENGUIN
3171,Gips,CAST
3172,Rogalik,KIFLI
3173,Karmi,FEED
3174,Poprawi,IMPROVE
3175,Piła,SAW
3176,Aparat,CAMERA
3177,Drugie danie,SECOND-DISH
3178,Żólte,YELLOW
3179,Wujek,UNCLE
3180,Walizka,SUITCASE
3181,Stół,TABLE
3182,Młotek,HAMMER
3183,Grydź,BITE
3184,Super,SUPER
3185,Pieprz,PEPPER
3186,Spinka,HAIR-CLIP
3187,Zima,WINTER
3188,Ptaszki,BIRD
3189,Wracaj,COME-BACK
3190,Galaretka,JELLY
3191,Obok,NEAR
3192,Parówka,SAUSAGE
3193,Naleśniki,PANCAKE
3194,Chusteczka higieniczna,TISSUE
3195,"Szczurek, szczurka",RAT
3196,Pasta do zębów,TOOTH-PASTE
3197,Krokodyl,CROCODILE
3198,Parasol,UMBRELLA
3199,Biedronka,LADYBIRD
3200,Skarpetka,SOCK
3201,Ułóż (np. puzzle) ,ARRANGE
3202,Baranek,LAMB
3203,Boi się,SCARED
3204,Pszczółka,BEE
3205,Koparka,EXCAVATOR
3206,Pępek,NAVEL
3207,Pieluszka,DIAPER
3208,Laweta,CAR-CARRIER
3209,Zepsute,BROKEN
3210,Skarpetki,SOCK
3211,Pasztet ,PATE
3212,Niebieski,BLUE
3213,Skoda superb,CAR
3214,Pizza,PIZZA
3215,Odjechała,DRIVE-AWAY
3216,Rak,CRAWFISH
3217,Wiewiórka ,SQUIRREL
3218,"Linomag, krem do pupy",MEDICINE
3219,Parkingu,PARKING-LOT
3220,Odjechał/a,DRIVE-AWAY
3221,Winogronka,GRAPES
3222,Łazienka,BATHROOM
3223,Nic,NOTHING 
3224,Poduszka,PILLOW
3225,Drzewko,TREE
3226,Marchewka,CARROT
3227,Gazeta,NEWSPAPER
3228,Biega,RUNNING
3229,Żaba,FROG
3230,Woda,WATER
3231,Żurawinka,CRANBERRY
3232,Dobranoc,GOOD-NIGHT
3233,Grzebień,COMB
3234,"Szczoteczka, szczotka",BRUSH
3235,"Szczoteczka, szczotka",TOOTHBRUSH
3236,"Gondola, kolejka na wyciągu narciarskim ",CABLE-CAR
3237,Pingwinek,PENGUIN
3238,Foki,SEAL
3239,Inhalacja,INHALATION
3240,Skarpetka,SOCK
3241,Tak,YES
3242,Jeść ,EAT
3243,Hania,PERSON
3244,Pies ,DOG
3245,Upadek ,BAM
3246,Hej,HI
3247,Kot,CAT
3248,Mama/tata,DAD
3249,Mama/tata,MOM
3250,Nie,NO
3251,Papa,BYE
3252,Cześć ,HI
3253,Woda,WATER
3254,Wszystko pozostałe ,ALL
3255,Babka,SANDCASTLE
3256,?,
3257,Pociąg,TRAIN
3258,Gili gili / łaskotanie,TICKLING
3259,Babka z piasku,SANDCASTLE
3260,Królik ,RABBIT
3261,Picie,DRINK
3262,Picie,DRINK
3263,Robić siusiu,PEE
3264,Zjazd na zjeżdżalni ,SLIDE
3265,Chcę ,WANT
3266,Siku,PEE
3267,Jeść ,EAT
3268,Hop/skok,HOP
3269,Gołąb ,DOVE
3270,Tutaj,HERE
3271,Ddźwięk trąbki ,TRUMPET
3272,Okej,OK
3273,Kołysanka ,LULLABY
3274,Karetka,AMBULANCE
3275,Sukienka,DRESS
3276,Mycie zębów ,BRUSHING-TEETH
3277,Bujać się na huśtawce ,SWING
3278,Ddźwięk gołębia/gołąb ,PIDGEON
3279,Szczekanie psa/pies,DOG
3280,Kot,CAT
3281,Taniec,DANCE
3282,Woda,WATER
3283,A kuku,PEEKABOO
3284,Choddź,COME
3285,Tutaj ,HERE
3286,Nie wolno ,MUSTNT
3287,Bing,CHARACTER
3288,O nie,EXCLAMATION
3289,Tak,YES
3290,Tata,DAD
3291,"Moje, dla mnie",MY
3292,Moje,MY
3293,Dla mnie?,ME
3294,Dwa,TWO
3295,"Sześć, liczenie ",SIX
3296,"Robienie kupy, kupa",POOP
3297,Zadać ból,PAIN
3298,Tutaj ,HERE
3299,Upaść,BAM
3300,Ja,SELF
3301,Amen,AMEN
3302,Zgodnie z brzmieniem,GIVE
3303,Mama,MOM
3304,Nie jako nie,NO
3305,Kot,CAT
3306,Sowa,OWL
3307,Samochód pojazd,CAR
3308,Babcia,GRANDMA
3309,Dziadek,GRANDPA
3310,Ten,THIS
3311,Gdy jest glodna,HUNGRY
3312,"Gdy się wywróci, lub gdy coś spadnie",BAM
3313,Tata,DAD
3314,Pociag,TRAIN
3315,Tak,YES
3316,Nie ma,GONE
3317,Mówi to jak próbuje skakać uginając kolana,JUMP
3318,Jak chce tuptac,GO
3319,To,THIS
3320,Imię niani,PERSON
3321,Żaba,FROG
3322,Bajka na telefonie,CARTOON
3323,Przywołuje za sobą domowników ,COME
3324,Chce mi się silu,PEE
3325,Małe dziecko,BABY
3326,Pupa,BOTTOM
3327,Ciocia ,AUNT
3328,Pupa,BOTTOM
3329,"Jak daliśmy jej książkę to powiedział : nie , nowa - chcąc inna ",NEW
3330,Jajo,EGG
3331,Choddź,COME
3332,Czapla,HERON
3333,Chcę jeść ,WANT-FOOD
3334,Buty,SHOES
3335,Gdy jej się da telefon,HELLO
3336,Dom,HOME
3337,Jako drugi przedmiot ,TWO
3338,Powtarza za nami,A-LOT
3339,Czapka,CAP
3340,Dom ( mieszkanie w ktorym mieszkamy),HOME
3341,Sushi,SUSHI
3342,Zejść,EAT
3343,Wskazuje gdzie chce ja nieść ,THERE
3344,Jak chce zejść z łóżka lub gdy ja nosimy i chce na ziemie ,DOWN
3345,Opisała tak duży ciężki kamień z ktorym miala problemy by go podniesc ,BIG
3346,Lis,FOX
3347,Dzień ,DAY
3348,Myszka,MOUSE
3349,Trzymam,HOLDING
3350,Jogurt,YOGHURT
3351,Trzymam,HOLDING
3352,Idziemy ,GO
3353,Ryś kot który mieszka z pola,PET
3354,Siąddź- rozkazujący tryb,SIT
3355,Szop - zabawka ,RACOON
3356,Zobacz - jak chce coś pokazać ,LOOK
3357,Jak coś jest jej i  nie chce się dzielić ,MINE
3358,pies,DOG
3359,dziadek Mirek,GRANDPA
3360,buty,SHOES
3361,Cisza,SILENCE
3362,Cieszę się,HAPPY
3363,Dziadek Mirek,GRANDPA
3364,Babcia,GRANDMA
3365,Ciocia Kasia,AUNT
3366,Papryka,BELL-PEPPER
3367,mama,MOM
3368,Chce,WANT
3369,Kasia,PERSON
3370,Cześć ,HI
3371,Pająk,SPIDER
3372,Pupa,BOTTOM
3373,Tata,DAD
3374,Dziadek,GRANDPA
3375,Kakao,COCOA
3376,Kakao,COCOA
3377,Kupa,POOP
3378,Ida ,PERSON
3379,Aga,PERSON
3380,Mumia,MOM
3381,Kakao,COCOA
3382,Kokos,COCONUT
3383,Dom,HOME
3384,Ida,PERSON
3385,Dziadek Mirek,GRANDPA
3386,Kasia ciocia,PERSON
3387,Basia kuzynka,COUSIN
3388,?,
3389,bidon,WATER-BOTTLE
3390,mina,FACE
3391,buzia,FACE
3392,"burza, grzmot",STORM
3393,"burza, grzmot",THUNDER
3394,boje się ,SCARED
3395,cześć ,HI
3396,duża ,BIG
3397,Maria,PERSON
3398,Hurra,HURRAY
3399,Koc,BLANKET
3400,Kokon ,COCOON
3401,Budować ,BUILD
3402,Koń,HORSE
3403,Kot,CAT
3404,Miś,TEDDY-BEAR
3405,Trzy (liczba),THREE
3406,szalik,SCARF
3407,Pasek do spodni ,BELT
3408,Chcę pić,DRINK
3409,Mysz,MOUSE
3410,Patrzysz,LOOK
3411,Kupa,POOP
3412,Plama,STAIN
3413,Banan,BANANA
3414,Buła,BUN
3415,Serek,YOGHURT
3416,Fuj! ,DISGUSTING
3417,Gil z nosa,SNOT
3418,Siusiu,PEE
3419,Mamuś,MOM
3420,Tatuś,DAD
3421,Jadzia Pętelka,CHARACTER
3422,Pies,DOG
3423,"Myszka, kurczaczek",CHICKEN
3424,"Myszka, kurczaczek",MOUSE
3425,Poczytać mi,READ
3426,Zjeżdżalnia ,SLIDE
3427,Samochód,CAR
3428,Karetka ,AMBULANCE
3429,Mniam,YUMMY
3430,"Pucio, książka ",CHARACTER
3431,Krowa ,COW
3432,Kura,HEN
3433,Pociąg,TRAIN
3434,oko,EYE
3435,nos,NOSE
3436,Samolot,PLANE
3437,Kuba,PERSON
3438,Buda psa,DOGHOUSE
3439,Pada deszcz/śnieg,RAIN
3440,Pada deszcz/śnieg,SNOW
3441,Budyń,PUDDING
3442,Hop,HOP
3443,Żaba,FROG
3444,Tak,YES
3445,Nie,NO
3446,Cicho!,QUIET
3447,Bobas,BABY
3448,Zupa w garnku,SOUP
3449,Sowa ,OWL
3450,Kukułka,CUCKOO
3451,Rysować,DRAW
3452,Sara,PERSON
3453,"Wózek, wycieczka ",STROLLER
3454,Pajęczyna,SPIDER-WEB
3455,Misia,PERSON
3456,Kasza,GROATS
3457,Jajko,EGG
3458,Dach,ROOF
3459,Policja,POLICE
3460,Jeż,HEDGEHOG
3461,Lulaj,PUT-TO-SLEEP
3462,Bujać się/huśtawka,SWING
3463,Zając/ królik,RABBIT
3464,Kąpiel,BATH
3465,Kompot,COMPOTE
3466,Kaczka,DUCK
3467,Już! ,NOW
3468,Dziś,TODAY
3469,Sok,JUICE
3470,Taniec,DANCE
3471,Borówki,BLUEBERRY
3472,Boli,HURTS
3473,Płakać,CRY
3474,Myć się,WASHING
3475,Brzuch,BELLY
3476,Siusiak,PENIS
3477,Włos leżący na czymkolwiek,DISGUSTING
3478,Fryzura,HAIRSTYLE
3479,Marlena,PERSON
3480,Amen,AMEN
3481,Koń,HORSE
3482,Osioł,DONKEY
3483,Lis,FOX
3484,Sarna,DEER
3485,Dzik,BOAR
3486,Wilk,WOLF
3487,świnka,PIG
3488,Zjeżdżalnia ,SLIDE
3489,Ciągnąć,PULL
3490,Niania,NANNY
3491,Ciocia,AUNT
3492,Babunia,GRANDMA
3493,Myć się,WASHING
3494,Spać,SLEEP
3495,Rybka,FISH
3496,Uderzać,HIT
3497,Kuchnia,KITCHEN
3498,Kichać,SNEEZE
3499,Komar,MOSQUITO
3500,Mol,MOTH
3501,Traktor,TRACTOR
3502,Bocian,STORK
3503,Pszczoła ,BEE
3504,Wąż,SNAKE
3505,Małpka,MONKEY
3506,Bęben ,DRUM
3507,Głaskać,STROKE
3508,Puszka,TIN
3509,Fala,WAVE
3510,Kawa,COFFEE
3511,Łaskotki,TICKLE
3512,Człowiek ,HUMAN
3513,Halo,HELLO
3514,Hej,HI
3515,Szyja,NECK
3516,Morze,SEA
3517,Muzyka,MUSIC
3518,Zamiatać,SWEEP
3519,Sushi,SUSHI
3520,Ryż,RICE
3521,Buziak,KISS
3522,Stół,TABLE
3523,Balon ,BALLOON
3524,Poczytaj,READ
3525,Pająk,SPIDER
3526,Wstań,GET-UP
3527,Sushi ,SUSHI
3528,Pójddź tam,GO
3529,Tu,HERE
3530,Tam,THERE
3531,wszyscy ,EVERYBODY
3532,Bluza ,SWEATSHIRT
3533,Kitka,PONYTAIL
3534,Mamusiu,MOM
3535,jedzenie,FOOD
3536,śpi,SLEEPING
3537,Pomidor,TOMATO
3538,Piłka,BALL
3539,Samochód,CAR
3540,Pies,DOG
3541,Tak,YES
3542,deszcz,RAIN
3543,imię psa,PET
3544,Miś,TEDDY-BEAR
3545,Kot,CAT
3546,Ptak,BIRD
3547,"Lew, nieddźwieddź - zwierzęta, które ryczą",BEAR
3548,"Lew, nieddźwieddź - zwierzęta, które ryczą",LION
3549,Jesień,AUTUMN
3550,Koń,HORSE
3551,przewrócił się,BAM
3552,Bęben,DRUM
3553,Mucha/pszczoła,BEE
3554,Mucha/pszczoła,FLY
3555,Nożyczki,SCISSORS
3556,Pociąg,TRAIN
3557,Dzwonek,BELL
3558,Liść,LEAF
3559,Zając,RABBIT
3560,Kura,HEN
3561,Koparka,EXCAVATOR
3562,Kogut,COCK
3563,Krowa,COW
3564,jedzenie,FOOD
3565,Nie,NO
3566,Miś,TEDDY-BEAR
3567,Banan,BANANA
3568,Dom,HOME
3569,autobus,BUS
3570,Cześć,HI
3571,wózek,STROLLER
3572,dzieci,CHILDREN
3573,Dziękuję,THANK-YOU
3574,Lilka (imię siostry),SIBLING
3575,Gorące,HOT
3576,Straż pożarna,FIRE-BRIGADE
3577,Lis,FOX
3578,Czapka,CAP
3579,pomóż,HELP
3580,Lampa,LAMP
3581,siku/nocnik,PEE
3582,siku/nocnik,POTTY
3583,Picie,DRINK
3584,jedzie,DRIVE
3585,Niania,NANNY
3586,kawa,COFFEE
3587,koniec,END 
3588,nic,NOTHING 
3589,herbata,TEA
3590,wstań,GET-UP
3591,słoń,ELEPHANT
3592,nasz,OUR
3593,nóż,KNIFE
3594,kot,CAT
3595,jabłko,APPLE
3596,Mama,MOM
3597,Tata,DAD
3598,Babcia,GRANDMA
3599,Dziadek,GRANDPA
3600,Ciocia,AUNT
3601,Piotruś,PERSON
3602,Paulina,PERSON
3603,Kasia,PERSON
3604,Ami (Amelka),PERSON
3605,Kuba,PERSON
3606,"Ania, Hania",PERSON
3607,Pan,MAN
3608,Pani,LADY
3609,Uszy,EARS
3610,Oczy,EYE
3611,Nos,NOSE
3612,Buzia,FACE
3613,Pupa,BOTTOM
3614,Siusiu,PEE
3615,"Jeść, głodny ",EAT
3616,"Jeść, głodny ",HUNGRY
3617,"Huśtawka, bujać się",SWING
3618,Klocki,BLOCKS
3619,Gasić,EXTINGUISH
3620,Proszę,PLEASE
3621,Cześć,HI
3622,Pa pa,BYE
3623,Cześć,HI
3624,Banan,BANANA
3625,Ananas,PINEAPPLE
3626,Płatki,PETAL
3627,Kulki,BALL
3628,Picie,DRINK
3629,Tu,HERE
3630,Sam,BY-MYSELF
3631,Tak,YES
3632,Nie,NO
3633,Pucio,CHARACTER
3634,Książka basia,CHARACTER
3635,Kot,CAT
3636,"Hau hau, pies",DOG
3637,Bluza,SWEATSHIRT
3638,Buty,SHOES
3639,Straż pożarna,FIRE-BRIGADE
3640,Koń,HORSE
3641,Krowa,COW
3642,świnka pepa,CHARACTER
3643,Quin - zygzak,CHARACTER
3644,"Kra kra, wrona, ptak",CROW
3645,Góry,MOUNTAIN
3646,Dom,HOME
3647,Smoczek,PACIFIER
3648,Miś,TEDDY-BEAR
3649,Królik,RABBIT
3650,Balon,BALLOON
3651,Auto,CAR
3652,Auto,CAR
3653,Autobus,BUS
3654,Dzik,BOAR
3655,Gołąb,DOVE
3656,"Chrum, świnka",PIGGY
3657,Samolot,PLANE
3658,Boje się,SCARED
3659,Zimno,COLD
3660,Kosz,BASKET
3661,Aku ku,PEEKABOO
3662,Puk puk,KNOCK-KNOCK
3663,Bałwan,SNOWMAN
3664,Drzewo,TREE
3665,Deszcz,RAIN
3666,Burza,STORM
3667,Coś upadło,BAM
3668,Stluczka,ACCIDENT
3669,"Rana, boli",HURTS
3670,"Rana, boli",WOUND
3671,Głowa,HEAD
3672,Kocham,LOVE
3673,Moje,MY
3674,Garaż,GARAGE
3675,śmieciarka,GARBAGE-TRUCK
3676,Duży,BIG
3677,Kask,HELMET
3678,Kosi kosi łapci,FORMULAIC
3679,Tutaj,HERE
3680,Keczup,KETCHUP
3681,Balon,BALLOON
3682,Dziecko,BABY
3683,Dzieci,CHILDREN
3684,Kamień,STONE
3685,Ojciec,DAD
3686,Góry,MOUNTAIN
3687,Gol,GOAL
3688,Helikopter,HELICOPTER
3689,Helikopter,HELICOPTER
3690,Zimno,COLD
3691,ślimak,SNAIL
3692,Zupa,SOUP
3693,Krowa,COW
3694,"Hau hau, pies",DOG
3695,"Koń, iha",HORSE
3696,Mysz tak robi,MOUSSE
3697,"Kra kra, kwa kwa",CROW
3698,Kum kum,FROG
3699,"Piłka, rzucanie piłką",BALL
3700,"Piłka, rzucanie piłką",THROWING
3701,Dziadek,GRANDPA
3702,Babcia,GRANDMA
3703,Mama,MOM
3704,Nie ma,GONE
3705,Tata,DAD
3706,Aleksander - kuzyn,COUSIN
3707,Antek -brat,NAME-BROTHER
3708,Kotek,CAT
3709,"Dzięki, dziękuję",THANK-YOU
3710,Ciocia,AUNT
3711,Daj,GIVE
3712,Gdzie ,WHERE
3713,Masz,HAVE
3714,Nela- nasz pies,PET
3715,Nie,NO
3716,Tak,YES
3717,"Tam, tu",HERE
3718,"Tam, tu",THERE
3719,Zosia -kot babci,PET
3720,"Jedzenie , jeść",EAT
3721,"Jedzenie , jeść",FOOD
3722,"Piłka, coś spada ",BALL
3723,"Piłka, coś spada ",BAM
3724,"Bębenek , uderzać o coś",BAM
3725,"Bębenek , uderzać o coś",DRUM
3726,"Coś brudnego, brzydkiego , wybrudzic się",DIRTY
3727,"Coś brudnego, brzydkiego , wybrudzic się",DISGUSTING
3728,"Coś brudnego, brzydkiego , wybrudzic się",MESSY
3729,"Pampers, kupa, śmierdzieć",DIAPER
3730,"Pampers, kupa, śmierdzieć",POOP
3731,"Pampers, kupa, śmierdzieć",SMELL
3732,Papa,BYE
3733,To,THIS
3734,Balon,BALLOON
3735,"Baranek , beczenie",LAMB
3736,"Auto, jechać autem",CAR
3737,"Auto, jechać autem",DRIVE
3738,Burza,STORM
3739,"Czytć, czytaj ",READ
3740,Telefon,PHONE
3741,"Szczekanie, pies",DOG
3742,"Dziki kot , jak robi dziki kot",CAT
3743,Jadzia Pętelka ,CHARACTER
3744,Kotek,CAT
3745,"Koza, jak robi koza",GOAT
3746, miauczenie,CAT
3747,"Coś dobrego, pokazuje jakie dobre",TASTY
3748,"Krowa, muczenie",COW
3749,"Deszcz, pada deszcz",RAIN
3750,Staś Pętelka,CHARACTER
3751,Samolot,PLANE
3752,"Bzzz, osa ",BEE
3753,Dzieci,CHILDREN
3754,Dzidziuś ,BABY
3755,Nos,NOSE
3756,Mucha,FLY
3757,Bobas,BABY
3758,Cześć,HI
3759,"Hej, cześć ",HI
3760,Lalka,DOLL
3761,"Chlapać, kąpać się ",BATH
3762,"Chlapać, kąpać się ",SPLASH
3763,"Woda , waz ogrodowy , psikać czymś np sprayem",WATER
3764,Kupa ,POOP
3765,"Siku, sikać",PEE
3766,"Waż , syczenie węża , ",SNAKE
3767,Ucho,EAR
3768,Spiewa,SINGING
3769,"Kaczka, jak robi kaczka",DUCK
3770,"Pociąg , jak robi pociag",TRAIN
3771,"Lew , jak robi lew",LION
3772,Jajo,EGG
3773,Jeszcze,MORE
3774,Kawa,COFFEE
3775,Proszę ,PLEASE
3776,Mama,MOM
3777,Kuleczki,BALL
3778,Hej,HI
3779,Tu,HERE
3780,Krem,CREAM
3781,Banki,BUBBLES
3782,Kurtka,JACKET
3783,Buła,BUN
3784,Grzejnik,HEATER
3785,Księżyc,MOON
3786,Dynia,PUMPKIN
3787,Dynia,PUMPKIN
3788,Dom,HOME
3789,Dużo,A-LOT
3790,Jaja,EGG
3791,Pełna pielucha,DIAPER
3792,"Straż pożarna, karetka, policja",AMBULANCE
3793,"Straż pożarna, karetka, policja",FIRE-BRIGADE
3794,"Straż pożarna, karetka, policja",POLICE
3795,Mniam,YUMMY
3796,Pa,BYE
3797,Kuleczki,BALL
3798,Rura,PIPE
3799,Bęben,DRUM
3800,Hit,HIT
3801,Bibuła,CREPE-PAPER
3802,Buda,DOGHOUSE
3803,Pół,HALF
3804,Czapa,CAP
3805,Kurtka,JACKET
3806,Tutaj,HERE
3807,Tak,YES
3808,Dziura,HOLE
3809,Zabawa w kuku,PLAY
3810,Coś jest fajne,COOL
3811,Półka,SHELF
3812,Winda,ELEVATOR
3813,Kulka,BALL
3814,Ta,YES
3815,Pech,BAD-LUCK
3816,Dino (sklep),SHOP
3817,Brama,GATE
3818,Bajka,TALE
3819,Łata,PATCH
3820,Plama,STAIN
3821,Gile (w nosie),SNOT
3822,Dach,ROOF
3823,Mgła,FOG
3824,Kulki,BALL
3825,Gałgan,BUGGER
3826,Czoło,FOREHEAD
3827,Klatka,CAGE
3828,Bocian,STORK
3829,Myszka,MOUSE
3830,Bam,BAM
3831,Brama,GATE
3832,Beza,MERINGUE
3833,Budyn,PUDDING
3834,Gapa,SCATTERBRAIN
3835,Długa,LONG
3836,Dym,SMOKE
3837,Gąba,SPONGE
3838,Buciki,SHOES
3839,Jama,CAVE
3840,Miska,TEDDY-BEAR
3841,Winda,ELEVATOR
3842,Winda,ELEVATOR
3843,Trawa,GRASS
3844,Pycha,YUMMY
3845,Pączek,DONUT
3846,Tak,YES
3847,Tam,THERE
3848,Ten,THIS
3849,Listopad,NOVEMBER
3850,Tutaj,HERE
3851,Kurde,DAMN
3852,Kiep,
3853,Bańki,BUBBLES
3854,Choddź tu,COME
3855,Leci,FLYING
3856,Pieprz,PEPPER
3857,Kulał,BALL
3858,Gruszka,PEAR
3859,Piana,FOAM
3860,Lawa,LAVA
3861,Oko,EYE
3862,Ogon,TAIL
3863,Ucho,EAR
3864,Kitek (o Maćku),PERSON
3865,Kiwi,KIWI
3866,Robot,ROBOT
3867,Łobuz,BULLY
3868,Łokieć,ELBOW
3869,Czoło,FOREHEAD
3870,Łapa/ręka,HAND
3871,Łapa/ręka,PAW
3872,Kita,PERSON
3873,Kangur,KANGAROO
3874,Nos,NOSE
3875,Poduszka,PILLOW
3876,Pilot,PILOT/REMOTE
3877,Gili gili,TICKLING
3878,Gol,GOAL
3879,Baza,BASE
3880,Kluski,DUMPLINGS
3881,Pufa,OTTOMAN
3882,Nie,NO
3883,Uwaga,ATTENTION
3884,Uczta,FEAST
3885,Nie mam,DONT-HAVE
3886,Już,NOW
3887,Dom,HOME
3888,Te,THIS
3889,Wtyczka,PLUG
3890,Pif paf. Pistolet,GUN
3891,Klej,GLUE
3892,Mikser,MIXER
3893,Chia,CHIA
3894,Mata,MAT
3895,Plastelina/ciastolina,PLASTICINE
3896,Burak,BEETROOT
3897,Iddź,GO
3898,Mop,MOP
3899,Money money,MONEY
3900,Chleb w jajku,BREAD
3901,Glut,SNOT
3902,Ampułka,VIAL
3903,Inhalacje,INHALATION
3904,Klucz0,KEY
3905,Kok,TOP-KNOT
3906,Yeti,YES
3907,Puma,PUMA
3908,Koc,BLANKET
3909,Pompon,POMPOM
3910,Dym,SMOKE
3911,Dzwon,BELL
3912,Ding dong,DOORBELL
3913,Kawa,COFFEE
3914,Waga,WEIGHT
3915,Kredki,CRAYONS
3916,Kic kic. Zając,RABBIT
3917,Klei się coś,STICKY
3918,Kosz,BASKET
3919,Kusz,DUST
3920,Skarpetki,SOCK
3921,Palma,PALM
3922,Jogurt,YOGHURT
3923,Głowa,HEAD
3924,Góra (ubrania),UP
3925,Jeszcze,MORE
3926,Ważka,DRAGONFLY
3927,Jeep,CAR
3928,Hajs,MONEY
3929,Hałabała,CHARACTER
3930,Jogurt,YOGHURT
3931,Myje,WASHING
3932,Nitka,THREAD
3933,Wiadro,BUCKET
3934,Goła (naga),NAKED
3935,Tunel,TUNNEL
3936,Kran,TAP
3937,Chleb,BREAD
3938,Brwi,EYEBROWS
3939,Ucho,EAR
3940,Oko,EYE
3941,Usta,MOUTH
3942,Pierze,WASH
3943,Mąka,FLOUR
3944,Mleko,MILK
3945,Kokos,COCONUT
3946,Placki,PANCAKE
3947,Kasztan,CHESTNUT
3948,Auto,CAR
3949,Banan,BANANA
3950,Budyń,PUDDING
3951,Kurczaki,CHICKEN
3952,Schody,STAIRS
3953,Latarka,TORCH
3954,Ogień,FIRE
3955,Tort,CAKE
3956,Kompot,COMPOTE
3957,Młotek,HAMMER
3958,Piła,SAW
3959,Tak,YES
3960,Nie,NO
3961,"Jedzienie, głód ",FOOD
3962,"Jedzienie, głód ",HUNGRY
3963,"Daj, podaj ",GIVE
3964,Bocian ,STORK
3965,Kot,CAT
3966,Krowa ,COW
3967,Ryba,FISH
3968,Pies ,DOG
3969,Mama,MOM
3970,Tata ,DAD
3971,"Upadło coś, wrzucenie czegoś do pudełka",BAM
3972,"Boli, uderzyłam się ",HURTS
3973,"Upadło coś, przewróciło się ",BAM
3974,Owca ,SHEEP
3975,"Iść spać, usypiać kogoś, ktoś śpi ",SLEEPING
3976,Płaczące dziecko ,CRY
3977,"Ddźwięk telefonu, dzwonka, domofonu",DOORBELL
3978,"Ddźwięk telefonu, dzwonka, domofonu",ENTRY-PHONE
3979,"Ddźwięk telefonu, dzwonka, domofonu",PHONE
3980,Lalka,DOLL
3981,Pożegnanie ,BYE
3982,Dinozaur ,DINOSAUR
3983,Samolot ,PLANE
3984,Banan,BANANA
3985,Pożegnanie się ,BYE
3986,Nie wiem ,DONT-KNOW
3987,Osioł ,DONKEY
3988,Sowa,OWL
3989,Sowa ,OWL
3990,Koń ,HORSE
3991,Babcia e,GRANDMA
3992,Auto ,CAR
3993,Głaskać ,STROKE
3994,Krokodyl ,CROCODILE
3995,Koń ,HORSE
3996,Lis ,FOX
3997,Panda,PANDA
3998,Słoń ,ELEPHANT
3999,To ,THIS
4000,IRobot o imieniu czika bum bum,TOY
4001,Daj ,GIVE
4002,Samolot ,PLANE
4003,Statek ,SHIP
4004,Wilk ,WOLF
4005,Kura,HEN
4006,Krowa ,COW
4007,Owca ,SHEEP
4008,Niedobre ,DISGUSTING
4009,Skończyłam jesc/nie  chce juz jesc,DONE
4010,Kupa w pampersie ,POOP
4011,Ptak,BIRD
4012,Nie wolno ,MUSTNT
4013,Cicho ,QUIET
4014,Wąż ,SNAKE
4015,Jeść/jedz ,EAT
4016,Pić,DRINK
4017,Banan,BANANA
4018,Książeczka,BOOK
4019,Babcia,GRANDMA
4020,Czytać,READ
4021,Dziadziu,GRANDPA
4022,Borsuk,BADGER
4023,Sarna,ROE-DEER
4024,Szymon,NAME-NA
4025,Mama,MOM
4026,"Zjeżdżalnia, zjeżdżać, plac zabaw",SLIDE
4027,"Zjeżdżalnia, zjeżdżać, plac zabaw",SLIDE
4028,Owsianka,OATMEAL
4029,"Wyjść, zejść, wziąć na ręce",UP
4030,"Ciocia Ania, babcia Ania",NAME-AUNT;NAME-GRANDMA
4031,Dziadzio Jasio,NAME-GRANDPA
4032,"Kasia, kasza",NAME-NA;GROATS
4033,"Kasia, kasza",NAME-NA;GROATS
4034,Sonina (miejscowość),NAME-PLACE
